,Z0,Z1,Z2,Z3,Z4,V0,V1,W0,W1,W2,H0,H1,D,Y
0,0.4690785,0.25624248,2.7022657,0.62866235,1.6822863,0.27552816,-1.6914406,-1.0505322,-0.5733851,0.44672874,0.5758513,-2.1460087,-5.2396145,-6.6220536
1,-0.6114647,-2.8942854,-5.7578783,1.3190138,-1.5414159,0.3409863,3.210369,1.3082943,0.8146287,0.6458271,-0.46593446,1.8776896,7.53258,9.725616
2,0.37205192,2.1217134,1.7762933,-2.6110947,-0.9466302,2.0551043,-0.4117576,-0.52136165,-1.4547725,-1.1372035,1.9636533,-0.17974192,-0.06376927,4.9821672
3,-0.012481772,2.5252004,3.0982397,-0.5740059,1.0086477,-1.5329852,-1.6560955,0.5576546,-0.025671393,-0.6225679,-0.85476416,0.52832294,-2.7450185,-3.4474862
4,0.7964465,-1.0913063,-2.2571929,0.36382237,-0.6303729,-1.3011848,0.47872218,1.7922928,1.7105963,-0.24722038,-0.6830858,0.5166388,2.8251445,3.282005
5,3.829044,-5.1695647,-4.027865,3.3318114,1.3157496,-0.6113192,-0.47678962,3.1449955,3.1784353,0.9553325,-0.7659121,-0.007928958,2.6393678,1.8575609
6,-0.43512815,3.128372,2.6091213,-1.2102321,0.5504263,0.33944383,-0.657874,0.5796733,-1.42784,-0.766878,0.27544856,-0.13622566,-4.325465,-3.0585144
7,-0.42588556,-1.5369881,-3.9660316,-0.80556786,-2.4780426,1.0186335,2.4298167,0.1107644,0.34565347,-0.20783405,-0.023493793,0.6663002,4.6205916,5.5721874
8,0.19025336,0.46585658,-0.5029993,-1.6222407,-1.2696822,2.0438416,0.7060796,-0.26057032,-0.9643357,-0.60634077,1.0299791,0.0026068685,2.5890083,5.2239084
9,-0.01893051,-4.1199045,-2.9631665,2.357974,-0.040798176,-0.74596643,0.8128975,-1.1880518,1.593104,1.4757175,-0.0031924697,-0.3499872,1.0241151,1.6110771
10,1.8815262,-5.605498,-5.670463,4.7742805,1.315079,-2.3589883,0.96319604,3.2295125,3.554974,1.6819948,-1.7432286,1.0175215,5.438048,3.694805
11,1.5129426,-2.3071632,-0.59473455,1.8702294,1.355255,0.39303485,-0.68401015,0.33925602,0.6527962,0.8610334,0.7957832,0.44648167,2.0340614,2.106128
12,1.1850538,-1.983134,-1.2383562,1.5236233,0.78776175,0.005744934,-0.17664301,0.78367096,0.84668577,0.6002149,0.58212703,0.09116414,1.3276298,2.607014
13,-0.80834466,-1.0495133,-2.7698867,-0.9723594,-2.1784258,1.371837,2.066875,-0.84853595,-0.29456925,-0.09028512,-0.5536289,0.048250582,2.210887,0.7264974
14,-0.35807416,-0.2082402,2.5544562,2.2625062,2.5114985,-2.3914576,-1.8531075,-0.8053893,0.6392312,1.0641547,-0.24091254,-0.90775645,-3.9630866,-3.8135562
15,0.876086,-2.5661385,-2.4538825,0.30166084,-0.9482297,0.7321996,0.68780494,-0.32192892,0.9118589,0.31021732,-0.32059652,0.1627281,1.7664403,1.658063
