,Z0,Z1,Z2,Z3,Z4,V0,V1,W0,W1,W2,H0,H1,D,Y
0,-2.255268,4.342443,4.5139556,-2.7654269,-0.74484485,-1.78361,-1.208295,-2.2041068,-0.8887088,-1.1383036,-0.6230272,-0.015694309,-6.081706,-8.028189
1,1.6616839,-0.41701058,0.5491423,-1.8404089,-0.9579739,2.659091,-0.6517916,-1.0487785,-0.5758474,-0.61510754,1.1080841,-0.44264612,-1.2679278,-0.8122667
2,0.48365942,0.15296829,1.0950987,0.18140194,0.72712237,0.27192065,-0.7768223,-0.12333401,-0.22550634,0.08107598,0.16173375,-1.0978396,-3.2248387,-5.452427
3,-1.552484,2.2424037,3.273158,-0.3356421,0.85807663,-0.88802403,-0.96882534,-1.5538341,-1.0361633,0.045276675,-0.1841417,-0.1517617,-3.7374253,-6.2560186
4,0.7645846,-1.0001146,-0.20129606,0.09959354,-0.066669494,0.058074236,-0.4246212,-0.30080253,0.5898241,0.08469914,-0.38401365,-0.8570009,-1.6827482,-3.0827856
5,0.2652073,2.5899572,1.0668511,-4.499977,-2.9102843,1.735934,0.034429133,-0.7535646,-0.839778,-2.0517976,0.2614734,-0.9173369,-2.4731958,-3.7490385
6,-1.0575548,-1.6691872,-3.0180817,0.15207496,-1.7117733,-0.88112736,1.7429951,-0.5533628,1.0632138,0.26490304,-0.46580905,0.62874913,2.181156,3.2694383
7,2.5563738,-5.682634,-4.043444,1.3316514,-0.75061715,2.5199223,0.6270759,-0.8924271,1.307169,1.0593115,1.5020088,-0.7579168,2.9387393,5.120414
8,-0.9933002,-2.4506912,-2.961057,2.901988,0.5867023,-2.0671659,1.3377105,0.64859617,1.3926241,1.3263856,-1.4728826,0.06751692,1.9679112,-0.040102974
9,-1.1155515,1.0962939,0.84607756,0.5294921,0.7217167,-0.7478088,0.09034151,0.07691113,-0.53645915,0.22358535,-1.2348117,0.616641,-3.3405187,-5.196993
10,-1.0559223,-1.6568984,-3.45217,-0.07438949,-1.8489875,0.8251293,2.3660398,-0.5944384,0.018206656,0.30654955,0.57878214,2.5782628,8.119458,12.463819
11,5.161455,-3.8404553,1.2603992,4.1100216,4.664145,0.8612037,-3.6134825,2.1774988,1.4244692,1.43371,0.943853,-2.6994035,-4.551074,-6.460887
12,1.7777678,-4.966151,-6.0045433,0.8304039,-1.7298623,3.2762384,2.4503546,0.44594917,0.6135411,0.6936331,1.4372218,-0.13283145,5.1269674,5.726435
13,-1.946326,3.538537,5.143135,-0.24033926,1.7881092,-1.2200967,-1.6985105,-1.7032284,-1.6430764,0.05866165,0.1831193,0.42045557,-4.039175,-2.7999816
14,-0.10954,-0.29335994,0.4480997,-0.36457515,-0.24513882,0.7577815,-0.12471035,-1.2946017,-0.40321225,0.12618862,-1.2657614,-0.29364297,-2.2751193,-4.4243226
15,1.1406498,-2.3526974,-2.384436,0.90761185,-0.24403518,0.37609524,0.51064396,0.70255035,1.0052137,0.3696517,-0.086468786,-0.22944765,2.4092944,0.79744005
16,-2.0966136,2.6559076,0.58468735,-2.1717591,-1.7230505,-0.58429456,0.9801698,-0.6793199,-0.7810643,-0.93260103,-0.18206069,2.1415882,1.6866406,3.7939968
17,-0.8102388,1.0682555,0.09618076,-1.3069663,-1.2506099,-1.084803,0.26545498,-0.31118804,0.40767038,-0.65327364,-1.2024252,-0.29455313,-3.8647032,-6.2170324
18,0.06235201,-2.0580351,-1.7326103,1.6373012,0.392986,-0.15507817,0.58375615,0.012339783,0.57803464,0.87115276,1.1035815,0.53626883,3.581294,5.997822
19,0.7765127,0.7313964,1.5509404,-0.7841253,0.35843796,1.5666952,-0.80801165,-0.33935428,-0.9723764,-0.2936663,1.3958142,0.28272077,0.3308934,4.2730436
