,Z0,Z1,Z2,Z3,Z4,V0,V1,W0,W1,W2,H0,H1,D,Y
0,0.35326943,3.3952909,5.157404,-0.7628495,1.9088423,-0.9458238,-2.7445233,0.12545106,-0.7615064,-0.66737896,-0.33152983,-2.383859,-8.620786,-11.847695
1,-0.4344845,0.40350714,-1.0272783,-0.7162295,-0.94004345,0.4764213,0.9775235,0.35818937,-0.3123452,-0.3462344,-0.027054781,0.5055313,3.7069066,4.6488047
2,0.78068864,0.67946064,0.26878586,-2.3575943,-1.5740116,1.5499855,-0.10649234,-0.47652715,-0.36352417,-1.030123,0.45067278,-0.7360299,0.80993855,2.2013876
3,1.7907195,-2.6998398,1.0370023,3.5028825,3.5314622,1.5709653,-1.5629404,-0.26319802,-0.5366282,1.843983,1.1184907,-0.8853986,-1.436862,0.43891597
4,0.21671483,-0.05502945,1.0842402,1.203624,1.4374741,-0.8204464,-0.89906067,0.25196832,0.20172337,0.45360747,-0.9422973,-1.2720495,-4.6853952,-6.930835
5,1.7077383,-0.45989412,1.2574172,0.44908383,1.0647868,-0.6409863,-1.7520063,0.55938506,0.975214,-0.05739346,0.8129952,-0.91557527,-1.8520746,-0.915549
6,0.7433,-1.5863315,-4.5353065,-2.3652978,-3.7135553,2.161182,2.4260426,0.4441289,0.52971613,-1.0193415,1.0279423,0.5249256,5.5538683,5.956666
7,1.1997485,-0.7102109,0.14553986,1.2823768,1.1977849,-1.5455542,-1.0823169,1.3975356,1.3745364,0.18666106,0.86251354,0.4347588,1.6316205,1.2092791
8,-2.590837,3.772704,1.6117914,-3.1431475,-2.1365807,-0.662002,0.78481984,-1.2926903,-1.1475968,-1.3184774,0.19484402,0.40514305,-3.5721815,-2.520653
9,0.11907775,1.1125032,1.6424576,-0.5087781,0.45003057,0.40678915,-0.7248667,-0.21954231,-0.6557961,-0.24001265,0.023877053,0.15710759,-1.3541503,-1.3752286
10,-0.1403502,-3.0959327,-2.8254719,4.297307,1.9526845,-2.504165,0.6767913,1.683581,1.8339181,1.7489349,-1.0826205,1.7316967,4.9127684,4.964465
11,-0.64221156,1.9854958,2.6768496,1.0689127,1.9637944,-2.8168182,-1.4613668,0.9410979,0.38175038,0.08027497,-0.75365543,0.6277126,-2.1431706,-4.308054
12,-1.4932739,0.19370666,-2.9301107,-0.7663154,-2.105263,-0.9343225,2.2434955,0.758311,0.53801554,-0.45305833,-0.8210131,1.0354925,1.982205,0.97943205
13,0.478114,-0.17531306,-1.8110934,-0.43091553,-0.9994259,-0.8312281,0.63017577,1.6435486,1.1266743,-0.58357745,-1.2013146,0.3620587,2.5062866,-0.66457105
14,0.16090693,0.8274666,-1.5495329,-2.883388,-2.9086487,0.37885612,1.0217756,0.4155062,0.49100256,-1.4837189,0.5686458,0.9762197,2.7903984,5.8155637
15,1.7478586,0.3610825,0.85544336,-0.24545592,0.70967555,0.71156335,-1.0857505,1.3366655,0.032050252,-0.45013878,0.7404525,-0.41319665,-0.49969396,-0.9844359
16,0.9454375,-2.3243644,-2.7202036,-0.93851984,-2.0297883,1.5675886,1.0106108,-0.74795514,0.6627723,-0.16533265,1.2412659,0.27489066,5.0521173,6.9690933
17,0.7661061,-3.1462533,0.93968743,3.7463765,2.98233,-1.1031256,-1.702035,-1.2907817,0.9768474,2.016033,-1.2454209,-0.43022168,-2.0084448,-6.357437
18,2.161167,-2.0955613,-1.3862047,-0.116161376,-0.41694996,1.570671,-0.2670815,0.33456704,0.6680339,-0.06476539,1.0985847,-1.1412172,1.0961208,3.6525319
19,-4.2103887,4.9239054,-0.7102635,-5.563406,-5.2734222,-0.7019137,3.0714421,-1.2702147,-1.2028911,-2.4087074,0.033053044,2.5556278,4.1915245,5.721865
20,3.5915022,-2.282831,4.3082247,3.2768152,4.6198525,-1.071053,-4.8244276,-0.3442966,1.4843491,1.3450348,-0.287544,-2.2819211,-8.428509,-12.2883
21,-0.99707085,-2.0629995,-1.4442595,3.7709908,1.9387487,-2.6860304,0.40908283,0.61094815,1.265923,1.6809688,-0.29465544,0.94006425,2.55897,2.3585377
22,-1.8249842,6.729516,5.297328,-4.428824,-1.1481687,-1.0967219,-1.268852,-0.52201796,-1.6370223,-2.3161843,-1.7284799,-1.0753157,-8.449431,-10.566464
23,3.0236216,-4.7861376,-3.5191813,3.6829922,1.858933,0.57980514,-0.06269443,2.441607,1.7815437,1.3942227,-0.2905812,-1.1097971,1.4635186,1.7312292
