,Z0,Z1,Z2,Z3,Z4,V0,V1,W0,W1,W2,H0,H1,D,Y
0,-1.2725227,3.5842903,2.598019,-2.2110982,-0.67865866,-1.0593076,-0.5039835,-0.2235484,-0.6807986,-1.1852549,-1.219683,1.1131375,-2.256887,-2.3139324
1,2.2217512,-3.3753495,-2.0635064,2.3094628,1.089441,-0.37033245,-0.51104856,1.3616942,1.8490514,0.8296467,-0.25705057,-1.6188654,-0.5246946,-2.2079747
2,1.8499677,-4.3465004,-2.9531264,2.8860466,1.1233,0.9382459,0.2842552,0.63759416,1.0976856,1.4192679,0.6645757,0.0699094,3.999709,5.1877627
3,0.6827884,-1.5826399,-0.20937358,3.5293827,2.6986957,-2.697288,-1.0027049,1.824356,1.6757079,1.1917418,-1.3655037,0.15825363,-1.967291,-3.946561
4,0.0634138,1.61532,2.8002057,-1.1783797,0.21648763,-0.29392993,-1.4537754,-0.9875689,-0.32194203,-0.51588976,0.80344546,-1.1377639,-3.7683651,-2.5337653
5,1.0080919,-0.06382168,2.298484,-0.24861865,0.94463575,1.7996447,-1.4601848,-1.4528257,-1.0009506,0.18738782,1.4828426,-0.8683112,-2.946553,-1.0100299
6,-0.471122,-0.31534225,1.8819206,2.1834757,2.4615502,0.024127841,-0.90299416,-0.92574143,-0.9014863,1.2663071,-1.8955094,-1.0237242,-5.0420833,-10.363217
7,0.86194146,-2.287663,-1.0116354,3.0966294,2.1203806,-0.5759986,-0.3085359,1.0961441,0.76206416,1.3021796,-0.21227281,-0.18973795,0.5700458,-1.0520571
8,1.8891184,-3.5521858,-3.056565,1.9841704,0.43009228,0.50471973,0.37508598,1.2411053,1.3934572,0.80473137,0.44781715,0.019099385,2.7898588,4.470001
9,-1.1850017,2.8561666,1.9367825,-0.55892026,0.60251564,-0.2918717,-0.08985579,0.5700343,-1.2971362,-0.42513832,-0.30870172,0.81956434,-0.74176806,-1.7063068
10,-0.8601738,3.7120984,3.2647696,-1.9608344,0.21396832,1.3031331,-0.5440227,-0.36030152,-2.3078868,-0.88357985,0.6218351,-0.83140934,-3.8597538,-4.618814
11,-1.1672307,5.743911,6.407571,-3.0126927,0.3719136,-1.5571996,-2.4966402,-0.98200566,-1.253187,-1.6047827,-1.5121056,-1.8648193,-11.256741,-15.924748
12,3.5984523,-4.895519,-3.4782174,3.1655312,1.6255052,1.6400567,-0.15833974,2.3225186,1.4595,1.2089603,1.3634365,0.12323314,5.853546,7.3602366
13,0.4487266,-3.6416373,-2.2296906,3.5635805,1.503723,-1.7801723,0.07370035,0.39685905,1.8910284,1.6437074,-1.3567351,-0.06520648,-0.8655199,-3.2589986
