,Z0,Z1,Z2,Z3,Z4,V0,V1,W0,W1,W2,H0,H1,D,Y
0,0.042768072,-0.79821336,-0.007929297,-0.8076833,-0.86621666,1.2956555,0.0746721,-1.8403946,-0.36208504,0.05947799,0.113788165,-0.8376211,-2.3046503,-3.5809488
1,3.38408,-2.9650517,-0.9808244,0.94705105,0.8835429,2.2873633,-1.0647377,0.8010472,0.60864776,0.36784557,2.1588614,-0.24712253,3.0164642,5.686226
2,-1.3218077,2.4377873,0.47448048,-2.245867,-1.4600116,1.2356602,1.0373733,-0.38635445,-1.6081035,-0.91948503,0.27546105,1.8692241,3.3145714,6.9245925
3,1.4840535,-1.0823009,-1.277423,-1.176627,-1.1543983,2.5257323,0.36705953,-0.050513428,-0.3022832,-0.4224606,1.3183115,-0.078033976,3.0217261,5.9192314
4,-0.26988995,-0.6057168,0.43042699,3.2024114,2.6556602,-2.4738853,-0.7035392,1.2989511,0.84525764,1.1752774,-1.6923717,-1.6689435,-2.4427204,-7.253723
5,-1.2767606,2.5814013,2.3025103,-0.16979016,0.9270587,-0.70561904,-0.40169704,0.1376964,-1.106843,-0.1793978,-0.5575065,-0.9205477,-4.1466923,-4.819868
6,-0.17649241,-0.13716866,-1.7676566,-1.6505963,-2.0028243,1.8478186,1.4566026,-0.3750074,-0.6144159,-0.55593735,0.3286665,0.21882218,2.7629802,2.4812121
7,-1.0560865,-0.8525576,-1.4626623,0.736506,-0.35858822,-0.47767153,1.0922372,-0.4065504,0.17487225,0.5169145,-0.8307466,0.6304375,2.1796944,1.6097773
8,0.5280211,-3.1039371,-2.283889,1.1099169,-0.38977736,0.66851276,0.64223707,-0.95868796,0.7647988,0.8573166,-0.06264995,0.25784802,-0.6209593,-1.2256589
9,1.3141905,-1.2559307,0.6857955,1.8018863,1.8139304,-0.8124589,-1.3972996,0.58731204,0.9057461,0.6504274,-0.22793622,-1.8285546,-3.5774395,-7.9707365
10,4.2756786,-4.0120077,-1.7434726,1.5727358,1.1426228,2.097034,-1.2618214,1.4904138,1.3490446,0.51310444,2.906588,-0.64922285,3.005393,5.600496
11,0.08170816,-3.3168643,-3.9359398,3.2273145,0.60553795,-2.1995602,1.2249686,1.7300425,2.2084458,1.2417592,-1.7645904,1.5483623,2.1432543,2.6311653
