,Z0,Z1,Z2,Z3,Z4,V0,V1,W0,W1,W2,H0,H1,D,Y
0,-0.5338044,-2.5820355,-6.2196364,0.048860993,-2.6424427,1.538792,3.738101,1.0771817,0.32999808,0.15020935,-0.21221769,0.69965017,6.7772274,6.3604636
1,-1.2290207,1.426907,1.388203,1.8503956,2.010159,-2.6056004,-0.4751575,1.21572,0.13708067,0.5092649,-0.3650691,0.04816611,1.4251544,2.5993357
2,1.5260118,-3.4201074,-3.4522686,1.2852705,-0.33289084,1.2511642,0.9459443,0.73254716,0.94286656,0.64003754,0.82875896,-1.0578461,2.9653153,1.8922364
3,1.0461268,-3.9260385,-3.7255795,0.18705754,-1.6657046,2.11368,1.376942,-1.1931502,0.68427515,0.5680443,0.8858936,0.6937083,4.298455,6.142568
4,1.5164269,-2.2294867,-3.3177133,-0.13575906,-1.1995977,1.9716232,1.2355645,1.0497218,0.42083326,-0.09506458,0.6668188,-0.41719848,5.452803,6.0718994
5,-2.0309007,4.642286,5.7090936,-0.5334074,1.852567,-2.472402,-2.0442472,-0.80561936,-1.1905193,-0.3843453,-0.8277252,-0.3774548,-5.1454926,-8.209667
6,2.2279067,-4.612776,-4.8132005,2.2406857,-0.021459548,1.1896557,1.1984743,1.7634032,1.5505642,0.9229014,0.2277761,-0.09752216,4.487207,4.2850914
7,-1.9814007,5.8127074,5.8392572,-2.3848107,0.43489438,-2.9128857,-2.046944,-0.59159,-0.7796991,-1.4130926,-0.7561201,0.043163437,-6.200391,-8.343072
8,-0.14074774,0.9942011,0.021368293,-3.0398326,-2.4023533,2.0416386,0.61518025,-1.4122012,-0.93843186,-1.0978036,1.0894997,-0.6642351,0.99653184,3.4388247
9,-1.1658041,2.743536,2.8741581,-2.2543983,-0.8134395,-0.56478184,-0.7880361,-1.6009332,-0.7053684,-0.9047035,-0.4644716,0.590665,-2.524866,-4.48779
10,-2.8265638,5.2682877,3.3516152,-3.6532965,-1.7297505,-1.0344979,0.07605578,-1.3361746,-1.5538466,-1.6421037,-0.1252332,0.23548539,-4.146035,-5.145465
11,1.141761,1.631091,1.7753937,-1.695375,-0.09324357,1.347935,-0.99313354,0.43466207,-0.7680752,-0.9564682,0.63608897,-0.5220036,-1.6764076,-0.5070574
12,2.4928055,-1.2345179,2.6670434,0.76186633,1.8908411,0.3449565,-2.890494,-0.7865389,0.62825274,0.3688409,0.23278725,-1.7201296,-4.014518,-6.4611983
13,-0.24592696,0.115998045,1.5019337,-0.67570686,-0.13347988,0.7256003,-0.6194757,-2.021635,-0.6067936,0.085145414,1.28393,-0.4250703,-0.42038882,2.1665378
14,-0.36208946,1.4662873,1.314899,-0.3862073,0.3869452,-0.09012477,-0.3395185,0.19680633,-0.6213184,-0.26692688,0.18658231,0.07696633,-1.1223524,0.045202315
15,2.6906545,-6.5637336,-5.7278714,4.6375327,1.3278432,-0.37168896,0.8521677,2.4332638,2.8928828,1.8923397,0.059103843,-0.27906108,5.594197,7.65489
16,1.1570529,-2.6776664,-0.17800982,2.2973692,1.6077462,-0.19223973,-0.961555,-0.4960999,0.87501067,1.2050291,0.44062683,0.35669443,0.52065665,2.042213
17,1.2015693,-3.040719,-2.6043968,2.8488019,1.2722474,-0.35713673,0.3661774,1.5905675,1.2494787,1.1266019,-0.17783917,-0.34422204,1.6220033,-0.17149937
18,3.631399,-5.612276,-4.0109725,2.8380525,0.9175725,1.5732142,-0.030800879,1.6066277,1.9131558,1.1957034,1.2121534,0.9656072,5.4845133,8.675539
19,1.2302061,-3.3082871,-2.8775864,0.87111074,-0.63998735,0.9495708,0.68549156,-0.19283478,1.0450109,0.5877346,0.06276243,0.08450701,1.617979,-0.030135632
20,-1.3468547,-1.9170972,-2.480496,2.6072805,0.5364834,-1.9502075,1.3423585,0.34136197,1.0231616,1.2495801,-1.2723154,0.8683817,1.8491604,0.7445774
21,-0.48004845,-0.68089145,-2.1673076,1.1244389,-0.09866256,-1.3871803,1.0985398,1.485943,0.9223822,0.25536233,-1.1126314,0.23485543,1.6896179,0.89793634
22,0.49307716,0.97973937,1.3319414,-2.2187755,-1.2183444,0.56619585,-0.75362056,-1.0376846,-0.06940615,-0.94347906,-0.2815967,-0.20584159,-2.8707788,-4.104606
23,1.3952124,0.600863,0.69878227,-0.28344682,0.3725189,-1.1650655,-1.1881298,1.6817204,1.1116513,-0.66573626,-0.86072016,0.29884577,-1.2318002,-2.232106
24,3.2148502,-8.42931,-6.444341,4.8625464,1.3981429,3.866642,1.5707276,0.5869932,0.8870755,2.7117062,3.1352248,0.73683125,11.969986,16.25078
25,2.0401905,-2.3366532,0.83209383,1.9914837,2.0915475,0.75956523,-1.6978127,-0.33171034,0.4216532,1.0166903,-0.6380626,-0.21972068,-1.371442,-3.7165103
26,0.31639937,-2.757539,-3.30547,1.2198648,-0.78991455,-1.3164221,0.9933872,0.5571858,1.9915006,0.49295062,-0.8391238,0.8901421,3.7003925,2.0275288
27,-0.4766859,2.6723616,0.93031156,-4.048175,-2.7281997,1.4541332,0.4243213,-0.9380327,-1.0691501,-1.7659618,1.2300584,0.56668884,3.1819499,4.627973
