,Z0,Z1,Z2,Z3,Z4,V0,V1,W0,W1,W2,H0,H1,D,Y
0,-1.1184788,-0.10562887,-1.8736696,0.03979177,-0.9858316,-0.87001675,1.4174331,0.43628734,0.39855903,-0.02332426,0.5252785,1.2659589,4.2788963,6.265658
1,-2.3174777,0.78364396,-0.35725614,-0.3257958,-0.7948578,0.14770775,1.4598908,-1.3816124,-1.1205033,0.24847883,0.16653414,0.2944982,0.41696656,2.8245473
2,-0.27685922,-0.6704286,-2.0022569,0.7910402,-0.15909275,-0.15616,1.1664519,1.135269,0.23770326,0.23850723,-0.069148585,-0.08483958,2.523952,2.8137574
3,-0.2113022,0.3406366,0.45835584,-2.7855716,-2.0682428,3.51579,0.576403,-2.792599,-1.8566222,-0.58344287,1.0969805,-0.66970503,-2.750506,-3.9235039
4,0.9152303,-4.6779594,-3.4585629,3.299335,1.0644919,1.4234316,1.0598692,-0.14683215,0.47075886,1.8880466,0.65607053,0.06086003,3.996693,2.8172734
5,-1.4386563,5.2536407,6.0535555,-2.088652,0.9384213,-1.4533132,-2.2157724,-0.9586248,-1.473383,-1.1056316,-0.93723714,-0.56487435,-6.552403,-8.377891
6,0.42395627,0.12584667,1.6720805,-0.52576065,0.21397567,0.42256525,-1.0863552,-1.2760309,-0.21092814,-0.050668888,0.36092317,-0.24526234,-2.1161451,-1.370278
7,0.67650956,-1.7831717,-0.6670513,0.19814436,-0.32162985,0.59837306,-0.15188068,-1.0693368,0.4849847,0.35135728,0.42741045,0.26268244,0.17441285,1.2221482
8,2.2036874,-4.599243,-3.966606,1.7530646,0.050150897,3.502974,1.1952162,0.30109146,0.012676641,1.126961,1.4854547,1.056767,7.1456666,11.051527
9,1.9148442,-3.2211723,-4.592827,-0.9927725,-2.6774397,1.5563822,1.4894121,0.64965385,1.572856,-0.4644112,1.317954,-0.18403028,4.5705776,7.0218525
10,-0.7992092,4.1920433,4.0714025,-2.2795243,0.002882016,-1.2922391,-1.5221248,-0.17445482,-0.6988326,-1.3176455,-0.73022646,-0.24628134,-5.4639063,-8.969577
11,1.8219434,-2.2905943,2.7646878,3.948725,4.331395,-0.8640521,-3.0338516,-0.45189968,0.66244966,1.8607104,-0.7670785,-1.8173053,-5.2010336,-8.17388
12,-0.11642188,2.7964072,4.1965394,-2.6113951,-0.2839886,0.7540738,-1.7687716,-2.0149355,-1.2658138,-0.99144936,0.6387148,0.26977065,-3.1244714,-1.5296959
13,-0.033072263,-0.116229214,1.3660501,1.2731209,1.3370084,-2.1639128,-1.2542251,-0.08263684,0.9843438,0.45323503,-0.17494558,0.06688205,-2.300898,-5.0978065
14,0.55850875,-2.6917725,-3.0898886,2.6133523,0.75876486,-0.9318989,0.89142305,1.7062675,1.3930452,0.9842904,-0.2547382,-0.06441797,1.5557079,0.8164533
15,-0.6815904,-0.89943445,0.25081876,1.7515341,1.0105215,-2.3124733,-0.47679883,-0.50132084,1.1001852,0.83626515,-2.4545755,0.07612645,-3.3695502,-6.1831493
16,2.3483682,-2.7866695,1.5429555,2.4481997,2.6668735,0.5501222,-2.388668,-0.85182285,0.6286743,1.3004073,1.0531349,-0.41333526,-1.3557525,0.94626164
17,3.7036006,-4.071224,-1.0803949,2.9404433,2.3470984,0.92200893,-1.622342,1.4307708,1.493768,1.1367908,0.8689797,-0.0077766967,2.7427049,4.159689
18,-1.0789504,1.0241395,2.5924919,1.2730684,1.6273791,-3.4733167,-1.5496659,-0.5092724,0.9417476,0.44825262,-1.1902211,0.13731198,-3.7534018,-5.685912
