,Z0,Z1,Z2,Z3,Z4,V0,V1,W0,W1,W2,H0,H1,D,Y
0,2.7281537,-3.4551885,-1.7710482,3.1881714,2.1750362,-0.10974753,-0.8518674,2.1632507,1.61802,1.1031916,-1.2843132,-1.2020541,-1.5989351,-5.2558556
1,-0.7183508,2.80076,3.3734906,-0.7432766,0.910282,-0.8253472,-1.2908653,-0.2996058,-0.85130847,-0.4541306,-0.55240375,0.18060721,-2.378104,-3.2294245
2,0.3563894,-0.9440926,-1.2056979,0.7066136,0.19721541,0.7047537,0.52911067,0.5588338,-0.07566559,0.32391506,0.01699334,0.6695357,1.259874,2.5909076
3,-2.0822861,0.52576804,-0.39046356,0.64618295,-0.15711342,-2.075222,0.8646442,-0.37803,0.29516616,0.35525417,-1.1226847,-0.881054,-1.8908759,-3.7979212
4,-0.47679538,-0.33637014,-0.71736056,0.029505737,-0.5351078,-0.8492264,0.3913999,-0.19736038,0.5802914,0.03310463,-0.18962906,0.79299706,0.6778345,1.9943757
5,-1.3049886,3.8104112,4.7598386,-0.95326865,1.2718719,-0.9980862,-1.6789887,-0.8824073,-1.4024185,-0.47204408,-0.09597263,-0.8490938,-5.8148437,-4.8139296
6,-2.4553006,6.6414213,3.5717187,-4.9385023,-2.3102806,-0.59364283,0.12229878,-0.29003736,-1.8516146,-2.498196,0.7855711,-0.4249124,-2.621865,-1.5548705
7,-2.5737722,6.270356,3.93323,-5.2723746,-2.4523776,1.194318,0.26075834,-1.7618717,-2.9262993,-2.2357714,0.68601185,-0.045168374,-3.471985,-3.763772
8,1.8125066,-1.3209596,0.95890284,0.9705536,1.3928949,0.6653638,-1.5054355,-0.05402193,0.31756437,0.43986663,1.2173898,-0.99060154,-1.9292507,-1.3516185
9,-1.137686,0.45093277,-1.6602644,-0.6321948,-1.2340711,0.45686212,1.684063,0.27966207,-0.5348476,-0.23490123,-0.4857534,0.86768794,2.794959,4.7750583
10,-1.6799105,0.51246345,1.158679,0.98117375,0.90204334,-0.834748,0.033867,-1.2417653,-0.65220165,0.73040146,0.65462637,0.24228072,-0.40620452,-0.2885459
11,-4.439061,2.808471,-1.1669682,-2.8821294,-3.4828138,-0.08742398,3.213371,-2.086055,-1.6674731,-0.8028217,0.58204913,2.74479,3.741585,6.8177266
12,1.5262709,2.6169758,6.2065077,-0.12870236,2.884246,-1.2267019,-4.1116104,-0.06033981,-0.15153071,-0.4191001,0.3693101,-1.5073628,-6.8350596,-6.479706
13,0.46891978,0.36607385,-0.41624618,-0.08835489,0.085856035,0.43060416,0.20088544,1.228379,-0.1665774,-0.26815403,-0.37918502,0.04253394,1.0695151,0.32302022
14,1.3349739,0.69374484,3.4729118,0.43855512,2.1422408,0.511973,-2.408526,-0.36898923,-0.5879607,0.16487582,0.96880466,-1.4792746,-3.4726114,-3.7728205
15,-0.011177004,1.5417064,3.0207813,0.1769947,1.5055794,-0.65941626,-1.6065936,-0.2851613,-0.47653544,0.0017641471,-0.682432,-0.9101812,-6.4783134,-8.970234
16,-0.91337544,0.8871741,1.1756201,-0.75175935,-0.32752606,0.05783,-0.10464603,-1.3607185,-0.61624515,-0.09675094,0.0531623,0.6819622,0.34085536,1.5459038
17,1.3496583,-0.40945894,-0.16866794,-1.3708786,-1.0198908,0.94151795,-0.43853283,-0.13598382,0.41477752,-0.6580206,-0.72617817,-1.6939197,-3.3191051,-7.037738
18,-1.0272323,-1.4500225,-1.4623798,2.5149615,1.1010437,-1.1052301,0.8685716,0.24181543,0.3245053,1.2422031,0.045846295,1.0270667,2.3022923,3.4720688
