,Z0,Z1,Z2,Z3,Z4,V0,V1,W0,W1,W2,H0,H1,D,Y
0,-0.21091074,2.9633756,4.5836782,-0.68343055,1.4346517,-1.607896,-2.3767834,-0.41138217,-0.33813468,-0.5258256,-0.37278673,-0.32275778,-2.1223528,-4.071356
1,-1.0301445,-7.744731e-05,-1.2749412,-0.91941166,-1.4344498,1.0503244,1.4309559,-0.8587154,-0.7046139,-0.12244087,1.3354607,1.5476941,2.7434707,7.812477
2,-0.59657323,0.6247758,0.23673591,-1.8797333,-1.675001,0.2829914,0.27049142,-1.4481882,-0.14114028,-0.62284154,0.890701,0.20928265,-0.61158705,0.569923
3,-0.3547971,-3.2383566,-5.2754307,3.2130864,0.30587345,-0.4137314,2.6245582,2.236663,0.9638223,1.337434,-1.067832,1.9988761,6.1787925,6.497671
4,2.8134577,-3.113083,-1.1477758,1.2846481,0.9244236,2.0450118,-0.77824545,0.42133102,0.53169227,0.63040805,0.6591093,-1.7246112,-1.7110384,-1.1205326
5,0.86661196,0.70713794,0.6531717,0.5153201,1.1827619,0.16028592,-0.587046,1.6916356,-0.23638666,-0.12779981,0.33040717,-0.84901357,-1.3179729,-0.4337151
6,0.6115338,0.68716395,2.0453854,0.702148,1.5742934,-0.97251016,-1.5430903,0.5045342,0.23019786,0.08563538,0.51462764,-0.6961146,-1.5055013,-0.6872805
7,3.4692206,-6.4871025,-5.3885875,1.7899319,-0.7142239,2.6114788,0.8741522,0.4833781,1.8939294,1.0205151,0.8877398,0.650024,8.665187,10.220131
8,2.462814,-7.318403,-5.7841496,3.676633,0.44219428,2.5781233,1.442195,0.031992897,1.342955,2.132645,1.6351696,-0.37884697,6.2472987,7.890155
9,-2.0710235,6.474647,4.757597,-5.09163,-2.0570116,-0.71798384,-0.8256806,-1.2232828,-1.6557145,-2.454129,-0.08819756,0.1671596,-3.969309,-4.141359
10,-2.7386065,6.4202614,3.5795093,-3.8526254,-1.2834594,0.40310514,0.44771633,-0.24224243,-2.8571885,-1.8612384,0.54453516,0.41572398,-3.0215936,-2.0816078
11,-3.3721035,4.3663,3.590894,-1.0345277,0.4407395,-1.0114852,0.07381827,-1.3962812,-2.216557,-0.27328295,-1.1214747,-0.39727983,-4.174488,-7.545679
12,-0.07400268,-0.27594176,-2.4028227,-0.0956104,-0.9434551,-0.040905118,1.3944697,1.5531309,0.3913635,-0.28611612,-0.33865646,2.1103733,5.7292433,7.4115434
13,-0.26516032,1.8059802,0.053978153,-3.6163943,-2.905021,0.5851101,0.49141872,-0.675569,-0.12473777,-1.6506349,0.6618204,1.1214552,0.111475945,2.5526807
14,1.2736534,-0.67324734,0.52897817,1.1167041,1.3523757,-0.20949435,-1.0521381,0.8650998,0.48974612,0.29980713,-0.89812887,-0.08026668,-0.118930995,-3.2766347
15,-1.2260404,0.31222484,-2.0363564,-0.1881202,-1.1194606,-0.60229087,1.7026774,0.81761205,0.11468366,-0.18471134,-0.88437456,1.1434801,2.2505107,2.9039555
16,-1.3019109,-1.8507649,-2.3610213,0.5829654,-1.1830195,-0.59242404,1.5003756,-1.3516951,0.6445297,0.6597726,0.49256456,1.6593299,3.2226412,6.789236
17,-0.41367447,1.3725551,4.1775775,2.8833618,4.031177,-2.939691,-2.562433,0.43680516,0.09259142,1.0394305,0.1703664,-0.69681007,-3.4201093,-4.942191
18,0.24393223,-2.093247,-3.041417,1.272655,-0.35056663,-0.381917,1.2127585,1.0506545,1.0605676,0.4900619,-0.5575663,0.5959653,2.6946712,3.6461298
19,-0.84351504,5.227804,5.1007156,-3.5826728,-0.43863973,0.20179172,-1.6109118,-0.9090382,-1.8370442,-1.7457128,-0.06367038,-0.3989586,-4.9393535,-4.367118
20,-0.6607146,0.024845492,-1.6605504,-1.217765,-1.7411644,0.972805,1.4713972,-0.3068799,-0.3944456,-0.3979351,-0.8022506,0.7690255,2.3407137,1.4423795
21,-0.11871066,4.975165,5.9412837,-3.874843,-0.36935985,-0.0032476187,-2.5486102,-1.3871348,-1.3503072,-1.8765206,0.53038496,-2.2995665,-10.590618,-12.774469
22,-2.730561,1.1565329,-2.3652482,-2.1583204,-3.2066767,-0.084729075,2.8194232,-0.9231173,-0.5170892,-0.7140231,-1.2537831,0.6459619,1.9585121,2.57556
23,0.3272661,-0.9837761,-2.7956748,0.018000923,-0.9944459,0.5662719,1.4307204,1.3507088,0.38947344,-0.14668918,-1.2259836,-0.17715016,0.09183478,-1.9578743
24,-1.4129955,-0.032874227,-3.2428827,-1.4249518,-2.7222588,0.41036224,2.6174803,0.10371876,-0.045503512,-0.54467946,0.022003507,1.737521,6.6987543,7.8088927
25,-0.095886804,-2.4529872,-4.0059223,-0.48320633,-2.1955862,2.5109828,2.4424317,-0.7368117,-0.307396,0.23066589,0.40314865,2.6183093,7.8237243,10.57022
26,0.29122657,-1.0472395,-0.83670837,0.6281589,0.09693801,0.0012896657,0.16308236,0.08010616,0.39015308,0.3161192,0.9013708,0.6769982,1.6884627,3.39593
27,-0.16821955,-2.2718577,-2.2842462,2.713131,1.0350001,-0.9423333,0.8331245,0.87841994,0.8611847,1.2115277,-0.33756965,0.35263175,0.9031991,-0.08802217
28,-0.027245138,3.4189332,3.194078,-4.264474,-1.8938044,1.3469379,-1.0012136,-1.5380858,-1.2771862,-1.8565878,0.45229134,0.063344456,-3.4421096,-2.5084612
29,1.3171252,-3.5203798,-5.426142,0.48126546,-1.7350554,1.8234847,2.2960892,1.3834672,0.955199,0.21615186,1.3019246,1.1974356,9.401681,11.313942
30,1.4252517,-1.9836116,-1.4356371,0.28266513,-0.1103241,2.406385,0.31481266,-0.091291815,-0.31942612,0.32833245,3.16659,-0.4479053,4.6425133,7.9730973
31,0.09027957,1.3380286,1.8828727,-0.5731851,0.44086006,-0.27917832,-0.9577375,-0.09295375,-0.28996116,-0.35886368,0.039308265,-0.46139303,-1.8539757,-2.9955342
32,-4.4744005,9.1190605,8.350024,-4.2179923,-0.1376168,-2.4142995,-1.651106,-2.387275,-2.9766974,-1.9029303,-2.8489175,-0.9380658,-13.154282,-20.328983
33,0.13878082,-2.5060523,-1.5651835,2.1896071,0.96048933,0.68659323,0.5530515,-0.37617296,0.020945102,1.2888674,0.9005313,0.8769471,2.7717433,6.0043583
34,0.74392605,-2.3592496,-1.0589312,2.9293895,1.8329265,-1.0287764,-0.34426406,0.8574422,1.0989926,1.2362537,-1.2065778,-0.2856546,-0.30582938,-2.559546
35,-0.32129356,0.25997138,-0.4589874,-1.1883625,-1.309007,-0.10925014,0.41699198,-0.46942294,0.24163029,-0.49019945,0.113192916,-0.075474076,2.1077664,1.9579515
36,2.765163,-6.238369,-3.4324036,3.2675562,1.0130844,1.0943193,-0.20187545,-0.27932462,1.9379051,1.780797,-0.531336,1.1413665,3.043189,2.4697883
37,0.5241371,-0.18479015,-1.398379,0.39541945,0.028569574,-0.08061463,0.5476965,1.8273486,0.3660699,-0.15467092,0.6326287,1.8190486,3.922336,6.5638323
38,1.7593302,2.420749,2.2203107,-3.3505905,-1.2173945,0.68200016,-1.5661783,0.65099066,0.05224678,-1.9411955,0.9921726,-0.48093873,-0.26189578,1.0212641
39,0.7045952,-0.8037382,-1.1531942,1.6327058,1.168256,0.04706286,0.25233638,1.8751073,0.19202864,0.46037987,0.108818434,0.086951375,1.0504639,1.0052934
40,1.7658337,-4.4771395,-3.5107312,2.6035616,0.70954347,1.7108665,0.78630686,0.51902235,0.7291573,1.3818896,0.5574823,-2.1267772,0.19142222,-3.4477305
41,2.0705354,-4.3029866,-2.2393513,3.822171,2.1520472,-0.4398973,-0.5037553,1.2333612,1.7593857,1.634339,-0.8041851,-0.67602015,0.5484288,-1.1354059
42,-1.1643382,3.6705735,2.6918771,-2.8068194,-1.0622412,-0.19822542,-0.42192376,-0.6510406,-1.0973781,-1.3429192,0.039830115,-0.5168922,-1.9416933,-3.1340091
43,-0.57256114,0.7307073,2.1441824,0.5602967,1.224628,-0.41014934,-0.9335189,-0.9869877,-0.5874825,0.4131423,1.0298979,-0.44302532,-1.8859882,-0.38900325
44,0.19800423,-3.2236395,-2.7030997,1.3763676,-0.39690945,0.6117228,1.0129089,-0.9057652,0.69241446,1.0073005,0.5230355,0.15665592,3.089607,5.502542
45,0.6622823,1.7745502,2.7278771,-2.3588758,-0.6614493,0.27283293,-1.5624033,-1.0381707,-0.19799998,-1.0899076,-0.59544235,-1.0275928,-3.2517993,-6.851685
46,0.38825232,-1.4860793,-0.31998438,1.6354969,1.0372417,-0.6393868,-0.3908196,-0.004319082,0.67447996,0.7751459,-1.1295803,-0.015978578,-1.124243,-3.005151
47,-1.1563596,3.304901,2.2055175,-3.0412085,-1.5176024,0.085154854,-0.15831867,-0.94025946,-1.0410439,-1.3669957,-0.10397362,0.07706747,-2.6579885,-5.1272087
48,-0.18028864,0.7466911,0.096386366,-1.019683,-0.53737265,1.8672836,0.5568979,-0.3143177,-1.3159851,-0.30272162,1.4195472,0.50451237,3.1288886,6.626116
49,-2.7828245,4.9895353,5.0197563,-1.2070768,0.9977439,-1.6257148,-1.0531366,-1.1821266,-1.9044267,-0.5265666,0.27239126,-0.931274,-7.000937,-7.0376167
50,-0.6090893,0.3513879,2.3395796,3.0649598,3.253744,-3.0153916,-1.6048006,0.57077175,0.5765457,1.1659209,-0.54596347,0.18173726,-2.0261033,-5.163305
