,Z0,Z1,Z2,Z3,Z4,V0,V1,W0,W1,W2,H0,H1,D,Y
0,-0.2950832,-0.8196787,-2.6386669,-1.2062676,-2.1872597,1.0671552,1.7296445,-0.22572011,0.07755934,-0.3883868,-0.081771754,0.17895588,0.91762567,0.32073873
1,-1.1171693,2.088526,1.2039926,-1.1101204,-0.36511678,-0.15912187,0.1668757,-0.20372687,-0.8634036,-0.52048427,0.74269265,0.21547939,-1.8182436,0.5804889
2,2.4992175,-3.5594184,-2.6861403,1.4912711,0.45661843,2.3165557,0.25206757,0.91662395,0.49812534,0.7209974,1.042064,1.3547149,4.98245,8.161145
3,-0.8296303,0.46912462,2.3261952,2.2491696,2.5471077,-2.1286678,-1.3027197,-0.24350286,0.07945907,0.99537206,-0.49416402,-1.3160741,-5.2148848,-7.0249944
4,3.8534508,-3.59124,0.13076527,1.0993156,1.4462687,3.4594688,-1.8145585,-0.57394904,0.042707026,0.7576178,2.2447999,-0.1362974,2.6700704,3.6271255
5,-1.4865903,2.878916,4.312717,-0.461621,1.1168702,-2.1811738,-1.767507,-1.4077752,-0.43806314,-0.18663159,0.0062339013,-0.12405093,-2.935479,-1.7777092
6,-2.1155062,3.1105087,0.8905104,-2.2627566,-1.5992347,-0.7612497,0.861392,-0.38546914,-0.8339095,-1.0607982,0.15569653,-0.10884271,-3.1121802,-5.074951
7,-0.33688098,-0.37825936,-1.8694217,-0.8282822,-1.5900863,-0.015811443,1.1600925,0.1177268,0.45113477,-0.37261033,0.21216002,2.1850007,3.0844393,5.168715
8,-2.2564151,2.5404596,-0.029558124,-0.549938,-0.6682199,-2.5603213,1.0134737,1.0443987,0.15507972,-0.5822625,-1.6497117,1.3062681,0.31704104,-0.29097617
9,0.90900886,-0.5099118,0.29401952,1.0552902,1.1030612,-0.7721627,-0.8347426,0.93963075,0.71852744,0.23403485,-0.7811485,-0.79309225,-0.39455163,-2.396729
10,2.993877,-1.264493,-2.1705449,-0.49782923,-0.45019212,2.2362592,0.12666684,2.6480992,0.4441688,-0.6886455,0.7075099,-0.56868464,1.3224585,1.8731302
11,-1.9442439,1.8210964,0.12838398,0.077735424,-0.23542985,-3.2016373,0.5047282,0.8341787,0.76295656,-0.2909785,-0.76766044,0.49644184,-0.095756456,-1.1475075
12,4.328003,-8.031962,-6.077148,3.401572,0.3341537,2.2676473,0.53844714,1.1589124,2.6161346,1.6585171,0.8044769,0.120008595,6.5968833,7.8073573
13,-0.4199665,4.0061345,5.2204633,-2.756726,0.20295303,0.84298706,-1.9701122,-1.7004957,-1.9314421,-1.1388007,0.51120013,-1.409419,-4.747637,-5.59644
14,1.7008022,-6.8778863,-7.6353827,2.80219,-1.1644535,1.5778875,2.7435508,0.9099181,2.0274189,1.5256449,1.4059554,2.2262943,10.613991,17.284643
15,2.9180038,-8.055675,-7.649687,4.940904,0.7475207,0.6768154,1.8142427,2.3699613,2.915475,2.19174,-1.0941563,0.14030774,7.0670247,4.5098133
16,0.24877843,1.4422855,0.71670634,-2.024049,-1.2211926,-0.10206023,-0.31753874,0.11012433,0.14629316,-1.0970725,0.4490429,0.09228599,-0.2579672,1.7319019
17,0.26356024,0.4624759,-0.984915,-0.78241414,-0.7462886,0.7491791,0.7025722,1.0599018,-0.23764133,-0.5351398,1.0241163,1.5354202,5.766805,8.516934
18,-0.6667642,0.2723798,-1.8739406,0.4230693,-0.38438347,-0.98367894,1.2768364,1.7414714,0.41218448,-0.12171766,-0.93087703,0.000102288985,-0.0240345,-2.211905
19,-0.5607299,-0.39573905,0.16604732,1.4626725,1.1645943,-0.16198653,0.08142483,-0.16238335,-0.3901701,0.7881339,0.9636373,0.7773696,-0.44084358,3.3561487
20,1.8497419,-6.91362,-4.812462,5.5710063,2.2609832,0.37970936,0.8078474,0.847213,1.8245504,2.7600188,0.50131476,-0.10933495,3.6554613,4.4600744
21,1.6441048,-3.6237123,-4.9308367,1.4737471,-0.79245627,-0.00875628,1.461913,2.1947892,2.0236378,0.38212204,-0.2095197,1.2007177,5.445439,7.0685015
22,0.34791788,-1.1627263,-0.34329382,2.3461502,1.6628101,-1.8254824,-0.5268723,1.129417,1.1564652,0.8179585,-1.4383312,0.3475859,1.5712831,-0.55025685
23,1.424045,-1.526392,1.679291,3.7432184,3.752945,-2.3276434,-2.3679328,1.1703966,1.4169512,1.3665519,-0.024806717,-1.3613284,-0.17532277,-2.35935
24,1.5322157,0.307844,3.7368696,2.2371516,3.6111104,-1.7763782,-3.1806104,0.7931473,0.6400446,0.6487299,-0.643457,-1.2862924,-2.8897574,-3.4809957
25,-0.7150416,-3.1102223,-5.409084,1.1755205,-1.5288007,1.4887068,3.2490678,0.31660014,0.07398388,0.857556,0.6329075,1.7247638,8.37768,11.052133
26,-0.0019340443,-2.5015676,-1.8789465,2.500351,1.1252538,0.6699451,0.8104356,-0.014821149,-0.073152244,1.3899777,1.6161102,1.1819601,5.1332164,7.6728687
27,0.08262904,2.4117997,5.1450977,0.76714617,2.9019175,-1.7099267,-2.9415305,-0.227787,-0.4314589,0.13703181,-0.04112243,-0.18283159,-3.2581627,-3.507954
28,2.5823884,-0.18920468,0.61530274,-0.9418624,0.14665927,1.7620962,-1.2327542,1.0061988,0.047544897,-0.6888778,1.032682,-1.3353231,-2.344853,-1.9143351
29,0.78381157,-2.1362884,-1.7516121,0.5850846,-0.38347173,0.43634266,0.34643427,-0.18351969,0.77200884,0.38607416,-0.32879788,0.62618196,0.082501054,1.0367904
30,1.6697643,-1.792824,-2.0054128,0.28046313,-0.31553566,1.1396813,0.30796033,1.1174412,0.62894475,-0.010859587,1.6603099,0.41769695,4.1165447,7.3839417
31,-1.9178334,5.4796376,5.4882164,-2.474516,0.4066065,-0.8479615,-1.492667,-1.0609852,-1.9721472,-1.192649,0.78321403,-0.79661834,-5.897585,-5.090604
32,-0.47495583,2.7624712,4.7154045,-0.6470208,1.4312485,-1.140059,-2.274327,-1.1274087,-0.71076953,-0.31715798,-1.108591,-1.4079376,-6.35832,-10.331941
33,-1.5006438,-0.09027689,-1.338054,1.2500429,0.050382823,-2.4741943,0.9641715,0.74058074,0.9377298,0.40739906,-2.1643925,0.9398826,-0.6466073,-3.2125309
34,-2.0170352,6.585687,6.036683,-3.8340437,-0.19679138,0.9129307,-1.19922,-1.4274958,-3.2658758,-1.684695,-0.10468402,-1.335079,-8.239509,-10.718381
35,1.1361144,1.5304822,4.761645,2.0055807,3.9139874,-2.3319662,-3.4793978,1.0601715,0.3938611,0.42029637,-1.726512,-2.7897766,-9.353778,-15.554699
36,0.83219117,-1.477989,0.60382164,1.6828593,1.5403125,-0.24372613,-1.0550292,-0.3394326,0.4561547,0.8475922,-1.056744,-0.30284524,-1.8569895,-3.891052
37,2.6906197,-1.5441563,0.08005075,-0.026399944,0.51125777,2.1348991,-1.1413999,0.3685434,0.10932167,-0.052694976,0.40539253,-1.0246487,-1.2021136,-1.9543729
38,1.6451238,-2.7527723,-1.8273054,1.8674256,1.0318395,1.7162306,0.1818828,0.73121667,0.10163188,0.9176558,-0.5561649,0.20850474,2.347661,0.75544167
39,0.98314905,4.198303,4.9484205,-2.0786722,1.0451165,-0.59647465,-2.7016573,1.0347542,-0.6467925,-1.5181317,0.18731569,-0.7436816,-3.9196641,-4.293956
40,-0.47749126,5.195408,6.7172184,-3.2028005,0.27942228,-1.709358,-3.1500807,-1.374025,-0.68238044,-1.6784056,0.7217997,-2.499971,-10.1734915,-12.795231
41,-1.0876337,3.3660877,3.4005055,-3.0834303,-1.1422669,0.17345977,-0.87027514,-1.8597671,-1.2186455,-1.2370532,0.6194336,0.1753029,-2.3674595,-1.474524
42,-1.2763368,2.9139805,-1.8756033,-4.571858,-4.249758,1.3675151,2.4771814,0.5740962,-0.9370933,-2.2176104,0.34571597,1.2141916,4.6493425,6.802123
43,0.5723503,-2.051432,-3.4742007,1.0482143,-0.5810162,-0.2554003,1.3498756,1.6459646,1.1964376,0.26319078,-0.4946406,0.11895673,2.2579126,1.5829616
44,-1.0222154,3.9742336,2.3166919,-2.4687994,-0.9252666,-1.9048088,-0.5594924,0.7567382,-0.04517114,-1.5846113,-0.62033194,-0.41060784,-4.37993,-5.2280517
45,-0.0478729,1.3133849,3.1722782,0.27504647,1.4351352,-1.703039,-1.9510502,-0.53095007,0.24872604,0.015483106,-1.0862192,-1.6190665,-6.283626,-9.036453
