,Z0,Z1,Z2,Z3,Z4,V0,V1,W0,W1,W2,H0,H1,D,Y
0,0.35466757,1.3577605,1.4938878,-1.323318,-0.29165363,-0.011174008,-0.806522,-0.050467897,-0.12657307,-0.72956747,0.18180348,1.0161129,0.8550751,2.7220862
1,2.4732916,-4.3624296,-4.2528973,1.8526216,-0.007720654,1.7529978,0.91613793,1.5059766,1.2213227,0.79201865,-0.19197038,0.50678694,3.5272732,4.218998
2,-1.3588957,4.6702366,3.9263654,-3.1774862,-0.786498,-0.27928495,-0.8858541,-0.8298898,-1.496347,-1.5313095,0.73929,-0.28155696,-3.332155,-1.3599428
3,1.2789754,-1.6184517,0.8448932,2.7619395,2.8207154,0.442901,-1.2527556,0.4441585,-0.114055455,1.2652864,0.048485737,0.9431549,0.3334574,0.9132375
4,-1.054338,-1.5410707,-4.573624,-0.8348979,-2.834656,1.2831589,3.1344652,-0.10853483,0.005700141,-0.10789426,0.8030786,2.7317972,9.881626,14.084478
5,2.7325892,-0.69135785,2.00517,-0.38579595,0.93146306,1.2701519,-2.3247662,-0.22231881,0.29920334,-0.24773875,1.0478387,-0.0718599,-2.3026001,-1.0336043
6,-1.521406,3.6157143,1.370207,-3.4261076,-2.384965,-1.8376038,0.14389563,-0.17915952,0.2127888,-1.825165,-0.4127937,1.0739611,-0.033089638,2.618802
7,-0.77667975,2.2942538,1.2654628,-3.6551583,-2.4427571,1.500815,0.30398047,-1.7767934,-1.2314092,-1.3887235,0.336589,-0.45494318,-3.3875887,-2.6553268
8,-1.5042273,-0.30031884,-1.787551,0.25395226,-0.8890683,-0.6141075,1.5632389,-0.19651917,0.07681008,0.24981822,-1.0117223,0.5002771,1.6872361,0.46531814
9,-1.7546577,1.4843706,-1.0370559,-1.9093859,-2.0708435,0.8393831,1.8585805,-0.5311356,-1.1006637,-0.68186706,-0.8775419,0.81629145,0.68546635,2.3913426
10,-1.2616488,1.8533245,1.5384463,0.21979468,0.5698051,-2.9039454,-0.5714801,0.45485848,0.6124673,-0.19597356,-1.4385058,0.854181,0.9599173,0.18722719
